date,cash,market_value,equity,positions
2023-07-05,1000000.0,0.0,1000000.0,0
2023-07-06,1000000.0,0.0,1000000.0,0
2023-07-07,1000000.0,0.0,1000000.0,0
2023-07-10,1000000.0,0.0,1000000.0,0
2023-07-11,1000000.0,0.0,1000000.0,0
2023-07-12,1000000.0,0.0,1000000.0,0
2023-07-13,1000000.0,0.0,1000000.0,0
2023-07-14,1000000.0,0.0,1000000.0,0
2023-07-17,1000000.0,0.0,1000000.0,0
2023-07-18,1000000.0,0.0,1000000.0,0
2023-07-19,1000000.0,0.0,1000000.0,0
2023-07-20,1000000.0,0.0,1000000.0,0
2023-07-21,1000000.0,0.0,1000000.0,0
2023-07-24,1000000.0,0.0,1000000.0,0
2023-07-25,1000000.0,0.0,1000000.0,0
2023-07-26,1000000.0,0.0,1000000.0,0
2023-07-27,1000000.0,0.0,1000000.0,0
2023-07-28,1000000.0,0.0,1000000.0,0
2023-07-31,1000000.0,0.0,1000000.0,0
2023-08-01,1000000.0,0.0,1000000.0,0
2023-08-02,1000000.0,0.0,1000000.0,0
2023-08-03,1000000.0,0.0,1000000.0,0
2023-08-04,1000000.0,0.0,1000000.0,0
2023-08-07,1000000.0,0.0,1000000.0,0
2023-08-08,1000000.0,0.0,1000000.0,0
2023-08-09,1000000.0,0.0,1000000.0,0
2023-08-10,1000000.0,0.0,1000000.0,0
2023-08-11,1000000.0,0.0,1000000.0,0
2023-08-14,1000000.0,0.0,1000000.0,0
2023-08-15,1000000.0,0.0,1000000.0,0
2023-08-16,1000000.0,0.0,1000000.0,0
2023-08-17,1000000.0,0.0,1000000.0,0
2023-08-18,1000000.0,0.0,1000000.0,0
2023-08-21,1000000.0,0.0,1000000.0,0
2023-08-22,1000000.0,0.0,1000000.0,0
2023-08-23,1000000.0,0.0,1000000.0,0
2023-08-24,1000000.0,0.0,1000000.0,0
2023-08-25,1000000.0,0.0,1000000.0,0
2023-08-28,1000000.0,0.0,1000000.0,0
2023-08-29,1000000.0,0.0,1000000.0,0
2023-08-30,1000000.0,0.0,1000000.0,0
2023-08-31,1000000.0,0.0,1000000.0,0
2023-09-01,1000000.0,0.0,1000000.0,0
2023-09-04,1000000.0,0.0,1000000.0,0
2023-09-05,1000000.0,0.0,1000000.0,0
2023-09-06,1000000.0,0.0,1000000.0,0
2023-09-07,1000000.0,0.0,1000000.0,0
2023-09-08,1000000.0,0.0,1000000.0,0
2023-09-11,1000000.0,0.0,1000000.0,0
2023-09-12,1000000.0,0.0,1000000.0,0
2023-09-13,1000000.0,0.0,1000000.0,0
2023-09-14,1000000.0,0.0,1000000.0,0
2023-09-15,1000000.0,0.0,1000000.0,0
2023-09-18,1000000.0,0.0,1000000.0,0
2023-09-19,1000000.0,0.0,1000000.0,0
2023-09-20,1000000.0,0.0,1000000.0,0
2023-09-21,1000000.0,0.0,1000000.0,0
2023-09-22,1000000.0,0.0,1000000.0,0
2023-09-25,1000000.0,0.0,1000000.0,0
2023-09-26,1000000.0,0.0,1000000.0,0
2023-09-27,1000000.0,0.0,1000000.0,0
2023-09-28,1000000.0,0.0,1000000.0,0
2023-10-09,1000000.0,0.0,1000000.0,0
2023-10-10,1000000.0,0.0,1000000.0,0
2023-10-11,1000000.0,0.0,1000000.0,0
2023-10-12,1000000.0,0.0,1000000.0,0
2023-10-13,1000000.0,0.0,1000000.0,0
2023-10-16,1000000.0,0.0,1000000.0,0
2023-10-17,1000000.0,0.0,1000000.0,0
2023-10-18,1000000.0,0.0,1000000.0,0
2023-10-19,1000000.0,0.0,1000000.0,0
2023-10-20,1000000.0,0.0,1000000.0,0
2023-10-23,1000000.0,0.0,1000000.0,0
2023-10-24,1000000.0,0.0,1000000.0,0
2023-10-25,1000000.0,0.0,1000000.0,0
2023-10-26,1000000.0,0.0,1000000.0,0
2023-10-27,1000000.0,0.0,1000000.0,0
2023-10-30,1000000.0,0.0,1000000.0,0
2023-10-31,1000000.0,0.0,1000000.0,0
2023-11-01,1000000.0,0.0,1000000.0,0
2023-11-02,1000000.0,0.0,1000000.0,0
2023-11-03,1000000.0,0.0,1000000.0,0
2023-11-06,1000000.0,0.0,1000000.0,0
2023-11-07,1000000.0,0.0,1000000.0,0
2023-11-08,1000000.0,0.0,1000000.0,0
2023-11-09,1000000.0,0.0,1000000.0,0
2023-11-10,1000000.0,0.0,1000000.0,0
2023-11-13,1000000.0,0.0,1000000.0,0
2023-11-14,1000000.0,0.0,1000000.0,0
2023-11-15,1000000.0,0.0,1000000.0,0
2023-11-16,1000000.0,0.0,1000000.0,0
2023-11-17,1000000.0,0.0,1000000.0,0
2023-11-20,1000000.0,0.0,1000000.0,0
2023-11-21,1000000.0,0.0,1000000.0,0
2023-11-22,1000000.0,0.0,1000000.0,0
2023-11-23,1000000.0,0.0,1000000.0,0
2023-11-24,1000000.0,0.0,1000000.0,0
2023-11-27,1000000.0,0.0,1000000.0,0
2023-11-28,1000000.0,0.0,1000000.0,0
2023-11-29,1000000.0,0.0,1000000.0,0
2023-11-30,1000000.0,0.0,1000000.0,0
2023-12-01,1000000.0,0.0,1000000.0,0
2023-12-04,1000000.0,0.0,1000000.0,0
2023-12-05,1000000.0,0.0,1000000.0,0
2023-12-06,1000000.0,0.0,1000000.0,0
2023-12-07,1000000.0,0.0,1000000.0,0
2023-12-08,1000000.0,0.0,1000000.0,0
2023-12-11,1000000.0,0.0,1000000.0,0
2023-12-12,1000000.0,0.0,1000000.0,0
2023-12-13,1000000.0,0.0,1000000.0,0
2023-12-14,1000000.0,0.0,1000000.0,0
2023-12-15,1000000.0,0.0,1000000.0,0
2023-12-18,1000000.0,0.0,1000000.0,0
2023-12-19,1000000.0,0.0,1000000.0,0
2023-12-20,1000000.0,0.0,1000000.0,0
2023-12-21,1000000.0,0.0,1000000.0,0
2023-12-22,1000000.0,0.0,1000000.0,0
2023-12-25,1000000.0,0.0,1000000.0,0
2023-12-26,1000000.0,0.0,1000000.0,0
2023-12-27,1000000.0,0.0,1000000.0,0
2023-12-28,1000000.0,0.0,1000000.0,0
2023-12-29,1000000.0,0.0,1000000.0,0
2024-01-02,1000000.0,0.0,1000000.0,0
2024-01-03,1000000.0,0.0,1000000.0,0
2024-01-04,1000000.0,0.0,1000000.0,0
2024-01-05,1000000.0,0.0,1000000.0,0
2024-01-08,1000000.0,0.0,1000000.0,0
2024-01-09,1000000.0,0.0,1000000.0,0
2024-01-10,1000000.0,0.0,1000000.0,0
2024-01-11,1000000.0,0.0,1000000.0,0
2024-01-12,1000000.0,0.0,1000000.0,0
2024-01-15,1000000.0,0.0,1000000.0,0
2024-01-16,1000000.0,0.0,1000000.0,0
2024-01-17,1000000.0,0.0,1000000.0,0
2024-01-18,1000000.0,0.0,1000000.0,0
2024-01-19,1000000.0,0.0,1000000.0,0
2024-01-22,1000000.0,0.0,1000000.0,0
2024-01-23,1000000.0,0.0,1000000.0,0
2024-01-24,1000000.0,0.0,1000000.0,0
2024-01-25,1000000.0,0.0,1000000.0,0
2024-01-26,1000000.0,0.0,1000000.0,0
2024-01-29,1000000.0,0.0,1000000.0,0
2024-01-30,1000000.0,0.0,1000000.0,0
2024-01-31,1000000.0,0.0,1000000.0,0
2024-02-01,1000000.0,0.0,1000000.0,0
2024-02-02,1000000.0,0.0,1000000.0,0
2024-02-05,1000000.0,0.0,1000000.0,0
2024-02-06,1000000.0,0.0,1000000.0,0
2024-02-07,1000000.0,0.0,1000000.0,0
2024-02-08,1000000.0,0.0,1000000.0,0
2024-02-19,1000000.0,0.0,1000000.0,0
2024-02-20,1000000.0,0.0,1000000.0,0
2024-02-21,1000000.0,0.0,1000000.0,0
2024-02-22,1000000.0,0.0,1000000.0,0
2024-02-23,1000000.0,0.0,1000000.0,0
2024-02-26,1000000.0,0.0,1000000.0,0
2024-02-27,1000000.0,0.0,1000000.0,0
2024-02-28,1000000.0,0.0,1000000.0,0
2024-02-29,1000000.0,0.0,1000000.0,0
2024-03-01,1000000.0,0.0,1000000.0,0
2024-03-04,1000000.0,0.0,1000000.0,0
2024-03-05,1000000.0,0.0,1000000.0,0
2024-03-06,1000000.0,0.0,1000000.0,0
2024-03-07,1000000.0,0.0,1000000.0,0
2024-03-08,1000000.0,0.0,1000000.0,0
2024-03-11,1000000.0,0.0,1000000.0,0
2024-03-12,1000000.0,0.0,1000000.0,0
2024-03-13,1000000.0,0.0,1000000.0,0
2024-03-14,1000000.0,0.0,1000000.0,0
2024-03-15,1000000.0,0.0,1000000.0,0
2024-03-18,1000000.0,0.0,1000000.0,0
2024-03-19,1000000.0,0.0,1000000.0,0
2024-03-20,1000000.0,0.0,1000000.0,0
2024-03-21,1000000.0,0.0,1000000.0,0
2024-03-22,1000000.0,0.0,1000000.0,0
2024-03-25,1000000.0,0.0,1000000.0,0
2024-03-26,1000000.0,0.0,1000000.0,0
2024-03-27,1000000.0,0.0,1000000.0,0
2024-03-28,1000000.0,0.0,1000000.0,0
2024-03-29,1000000.0,0.0,1000000.0,0
2024-04-01,1000000.0,0.0,1000000.0,0
2024-04-02,1000000.0,0.0,1000000.0,0
2024-04-03,1000000.0,0.0,1000000.0,0
2024-04-08,1000000.0,0.0,1000000.0,0
2024-04-09,1000000.0,0.0,1000000.0,0
2024-04-10,1000000.0,0.0,1000000.0,0
2024-04-11,1000000.0,0.0,1000000.0,0
2024-04-12,1000000.0,0.0,1000000.0,0
2024-04-15,1000000.0,0.0,1000000.0,0
2024-04-16,1000000.0,0.0,1000000.0,0
2024-04-17,1000000.0,0.0,1000000.0,0
2024-04-18,1000000.0,0.0,1000000.0,0
2024-04-19,1000000.0,0.0,1000000.0,0
2024-04-22,1000000.0,0.0,1000000.0,0
2024-04-23,1000000.0,0.0,1000000.0,0
2024-04-24,1000000.0,0.0,1000000.0,0
2024-04-25,1000000.0,0.0,1000000.0,0
2024-04-26,1000000.0,0.0,1000000.0,0
2024-04-29,1000000.0,0.0,1000000.0,0
2024-04-30,1000000.0,0.0,1000000.0,0
2024-05-06,1000000.0,0.0,1000000.0,0
2024-05-07,1000000.0,0.0,1000000.0,0
2024-05-08,1000000.0,0.0,1000000.0,0
2024-05-09,1000000.0,0.0,1000000.0,0
2024-05-10,1000000.0,0.0,1000000.0,0
2024-05-13,1000000.0,0.0,1000000.0,0
2024-05-14,1000000.0,0.0,1000000.0,0
2024-05-15,1000000.0,0.0,1000000.0,0
2024-05-16,1000000.0,0.0,1000000.0,0
2024-05-17,1000000.0,0.0,1000000.0,0
2024-05-20,1000000.0,0.0,1000000.0,0
2024-05-21,1000000.0,0.0,1000000.0,0
2024-05-22,1000000.0,0.0,1000000.0,0
2024-05-23,1000000.0,0.0,1000000.0,0
2024-05-24,1000000.0,0.0,1000000.0,0
2024-05-27,1000000.0,0.0,1000000.0,0
2024-05-28,1000000.0,0.0,1000000.0,0
2024-05-29,1000000.0,0.0,1000000.0,0
2024-05-30,1000000.0,0.0,1000000.0,0
2024-05-31,1000000.0,0.0,1000000.0,0
2024-06-03,1000000.0,0.0,1000000.0,0
2024-06-04,1000000.0,0.0,1000000.0,0
2024-06-05,1000000.0,0.0,1000000.0,0
2024-06-06,1000000.0,0.0,1000000.0,0
2024-06-07,1000000.0,0.0,1000000.0,0
2024-06-11,1000000.0,0.0,1000000.0,0
2024-06-12,1000000.0,0.0,1000000.0,0
2024-06-13,1000000.0,0.0,1000000.0,0
2024-06-14,1000000.0,0.0,1000000.0,0
2024-06-17,1000000.0,0.0,1000000.0,0
2024-06-18,1000000.0,0.0,1000000.0,0
2024-06-19,1000000.0,0.0,1000000.0,0
2024-06-20,1000000.0,0.0,1000000.0,0
2024-06-21,1000000.0,0.0,1000000.0,0
2024-06-24,1000000.0,0.0,1000000.0,0
2024-06-25,1000000.0,0.0,1000000.0,0
2024-06-26,1000000.0,0.0,1000000.0,0
2024-06-27,1000000.0,0.0,1000000.0,0
2024-06-28,1000000.0,0.0,1000000.0,0
2024-07-01,1000000.0,0.0,1000000.0,0
2024-07-02,1000000.0,0.0,1000000.0,0
2024-07-03,591821.9353056,410192.0,1002013.9353056,5
2024-07-04,442205.8228500703,547422.0,989627.8228500703,8
2024-07-05,408884.28091929323,594157.0,1003041.2809192932,10
2024-07-08,427876.6152094925,553141.0,981017.6152094925,10
2024-07-09,416667.8356647948,561127.0,977794.8356647948,10
2024-07-10,429598.72292972857,536713.0,966311.7229297286,10
2024-07-11,424009.35111928463,563910.0,987919.3511192846,10
2024-07-12,433058.238197926,558731.0,991789.238197926,10
2024-07-15,438335.0118643166,550400.0,988735.0118643166,10
2024-07-16,430091.03767798847,563795.0,993886.0376779884,10
2024-07-17,442093.463778452,556384.0,998477.463778452,10
2024-07-18,453411.86212112615,546560.0,999971.8621211261,9
2024-07-19,416629.79020793963,582723.0,999352.7902079397,10
2024-07-22,430132.95093009074,573466.0,1003598.9509300907,10
2024-07-23,452706.38888287183,547767.0,1000473.3888828718,10
2024-07-24,428984.82512945926,564118.0,993102.8251294593,10
2024-07-25,447886.6259938244,549818.0,997704.6259938243,10
2024-07-26,443661.61120230914,559908.0,1003569.6112023091,10
2024-07-29,443661.61120230914,556064.0,999725.6112023091,10
2024-07-30,444940.8603903091,561612.0,1006552.8603903091,10
2024-07-31,440601.24708210916,578332.0,1018933.2470821091,10
2024-08-01,459839.36311869,564386.0,1024225.36311869,10
2024-08-02,446600.1391376312,571726.0,1018326.1391376313,10
2024-08-05,457219.93465397623,545715.0,1002934.9346539762,10
2024-08-06,442585.325672654,566373.0,1008958.325672654,10
2024-08-07,446120.3648911028,568575.0,1014695.3648911028,10
2024-08-08,446120.3648911028,568527.0,1014647.3648911028,10
2024-08-09,455131.17850090284,555865.0,1010996.1785009028,10
2024-08-12,441471.5666039793,559292.0,1000763.5666039793,10
2024-08-13,415552.18346034945,585874.0,1001426.1834603494,10
2024-08-14,425774.62019964156,578439.0,1004213.6201996416,10
2024-08-15,440813.60826117906,568001.0,1008814.6082611791,10
2024-08-16,448290.0853632475,551813.0,1000103.0853632474,10
2024-08-19,440017.13054933376,564420.0,1004437.1305493338,10
2024-08-20,451139.7636208738,536844.0,987983.7636208738,10
2024-08-21,430980.0070592432,549183.0,980163.0070592433,10
2024-08-22,442208.71961792186,528481.0,970689.7196179219,10
2024-08-23,436867.7147654635,524717.0,961584.7147654635,10
2024-08-26,434321.535141668,534526.0,968847.535141668,10
2024-08-27,442259.66935186414,515676.0,957935.6693518641,10
2024-08-28,427258.61789172003,528340.0,955598.61789172,10
2024-08-29,416439.6942367626,543548.0,959987.6942367626,10
2024-08-30,431327.34969372116,543173.0,974500.3496937212,10
2024-09-02,433739.08141432115,532839.0,966578.0814143212,10
2024-09-03,446703.24440737243,528956.0,975659.2444073724,10
2024-09-04,439501.5132196433,534219.0,973720.5132196434,10
2024-09-05,439309.6315076093,539339.0,978648.6315076093,10
2024-09-06,443101.95373450307,533666.0,976767.9537345031,10
2024-09-09,488415.5040857176,488201.0,976616.5040857176,8
2024-09-10,394231.89875283046,574974.0,969205.8987528305,10
2024-09-11,404202.36590888584,569073.0,973275.3659088858,10
2024-09-12,444572.8498816378,530206.0,974778.8498816378,10
2024-09-13,444572.8498816378,528530.0,973102.8498816378,10
2024-09-18,444463.8373644041,508862.0,953325.8373644041,10
2024-09-19,420054.89674407215,541359.0,961413.8967440722,10
2024-09-20,446709.33475283283,533676.0,980385.3347528328,9
2024-09-23,407301.27929403284,574513.0,981814.2792940328,10
2024-09-24,449591.8227700737,547462.0,997053.8227700738,10
2024-09-25,459074.0424665833,547275.0,1006349.0424665833,10
2024-09-26,462072.06589693384,566858.0,1028930.0658969339,10
2024-09-27,455844.79612104665,597547.0,1053391.7961210466,10
2024-09-30,605273.2304771596,497187.9504,1102461.1808771596,6
2024-10-08,740868.2647666155,260845.0,1001713.2647666155,4
2024-10-09,657036.8052517574,324315.0,981351.8052517574,5
2024-10-10,581727.6072560207,406131.0,987858.6072560207,6
2024-10-11,480916.6526343765,487588.78336,968505.4359943764,8
2024-10-14,412583.9381373879,574049.0,986632.9381373879,10
2024-10-15,471982.244236242,607109.96464,1079092.208876242,10
2024-10-16,470556.17078129086,613133.9112,1083690.0819812908,10
2024-10-17,502791.2141334845,580232.09824,1083023.3123734845,10
2024-10-18,507611.2282171515,585812.88448,1093424.1126971515,10
2024-10-21,480275.9154996403,552858.85776,1033134.7732596403,10
2024-10-22,482965.29607636476,565729.0,1048694.2960763648,10
2024-10-23,492950.52389990416,573199.8463999999,1066150.3702999041,10
2024-10-24,507427.25496029854,564302.0124799999,1071729.2674402986,10
2024-10-25,509409.0413046986,581260.44256,1090669.4838646986,10
2024-10-28,513605.3716349616,604765.67584,1118371.0474749617,10
2024-10-29,518416.97440878215,590503.0,1108919.974408782,10
2024-10-30,531261.112076667,584592.0,1115853.1120766671,10
2024-10-31,526766.8844191069,672368.0,1199134.8844191069,10
2024-11-01,514663.07668379473,658782.0,1173445.0766837946,10
2024-11-04,543696.9903184401,644668.0,1188364.9903184401,9
2024-11-05,506713.09178706026,712966.0,1219679.0917870603,10
2024-11-06,643259.4594194458,607502.0,1250761.4594194458,7
2024-11-07,664471.3589619374,619887.35,1284358.7089619373,7
2024-11-08,573238.146430052,709554.0,1282792.146430052,9
2024-11-11,514114.69784364983,766319.0,1280433.69784365,10
2024-11-12,539607.5272961202,730075.0,1269682.5272961203,10
2024-11-13,567509.7486641638,720016.0,1287525.7486641638,10
2024-11-14,537289.0123132614,721373.0,1258662.0123132614,10
2024-11-15,671114.2036172155,557082.0,1228196.2036172156,7
2024-11-18,693464.094215706,503796.0,1197260.094215706,6
2024-11-19,592520.3139230626,612527.45072,1205047.7646430626,7
2024-11-20,453866.5941321964,772409.77328,1226276.3674121965,10
2024-11-21,453866.5941321964,776400.8808,1230267.4749321966,10
2024-11-22,456202.0008692598,747167.76256,1203369.7634292599,10
2024-11-25,550540.1796726134,663409.0,1213949.1796726133,9
2024-11-26,493809.83490712056,715883.0,1209692.8349071206,10
2024-11-27,487090.3465263613,716188.90176,1203279.2482863613,10
2024-11-28,489171.6215748339,724407.51456,1213579.136134834,10
2024-11-29,489171.6215748339,726230.12736,1215401.7489348338,10
2024-12-02,594134.0047147134,656895.28896,1251029.2936747135,8
2024-12-03,511730.7284550291,752770.0566400001,1264500.785095029,10
2024-12-04,600463.5857264426,644307.0,1244770.5857264427,8
2024-12-05,588260.0646136146,658700.0,1246960.0646136147,8
2024-12-06,497439.78993347957,757549.0,1254988.7899334796,10
2024-12-09,531361.6983610796,710621.0,1241982.6983610797,10
2024-12-10,549129.8070680083,692608.8716,1241738.6786680082,10
2024-12-11,559127.5099152443,704915.9656,1264043.4755152443,10
2024-12-12,561769.0960985585,724142.2184,1285911.3144985586,10
2024-12-13,580933.8448412984,689069.0,1270002.8448412984,10
2024-12-16,560959.786417938,702333.0,1263292.7864179378,10
2024-12-17,602100.6720392795,608816.296,1210916.9680392793,8
2024-12-18,583503.5626792852,625898.58496,1209402.1476392853,8
2024-12-19,481648.03268595366,729632.0,1211280.0326859537,10
2024-12-20,495714.9918179295,720176.0,1215890.9918179295,10
2024-12-23,601225.5368848812,564632.0,1165857.536884881,8
2024-12-24,608539.5196804807,563963.0,1172502.5196804807,7
2024-12-25,528941.0535407282,628166.0,1157107.053540728,8
2024-12-26,428764.9637269282,743739.0,1172503.9637269282,10
2024-12-27,474463.6748839471,715956.0,1190419.6748839472,10
2024-12-30,490061.0430307324,683642.0,1173703.0430307323,10
2024-12-31,503231.50894353015,660536.0,1163767.5089435303,10
2025-01-02,531439.111880128,627467.0,1158906.111880128,9
2025-01-03,630824.2599149179,488342.0,1119166.2599149179,6
2025-01-06,558111.1398564641,561257.0,1119368.1398564642,7
2025-01-07,514211.11028802407,612024.0,1126235.110288024,8
2025-01-08,417735.82638302405,706662.0,1124397.826383024,10
2025-01-09,468374.9393981047,664636.0,1133010.9393981048,10
2025-01-10,453286.864245329,659578.0,1112864.864245329,10
2025-01-13,536950.2371986735,585971.0,1122921.2371986737,8
2025-01-14,469211.49535512435,685603.24104,1154814.7363951243,10
2025-01-15,486519.6949566371,668648.57112,1155168.266076637,10
2025-01-16,540633.9964287379,632678.96272,1173312.9591487378,10
2025-01-17,528135.551172661,643537.3543199999,1171672.905492661,10
2025-01-20,544000.9496552917,638079.14728,1182080.0969352918,10
2025-01-21,533745.820306747,660795.2232,1194541.043506747,10
2025-01-22,526899.9048631006,655694.6592,1182594.5640631006,10
2025-01-23,539704.1416306592,640719.40992,1180423.5515506594,10
2025-01-24,529823.642105661,646404.78528,1176228.4273856608,10
2025-01-27,524611.7400540937,649124.72368,1173736.4637340936,10
2025-02-05,515866.5999534979,663743.0,1179609.5999534978,10
2025-02-06,520487.08681923326,666892.71824,1187379.8050592332,10
2025-02-07,532888.200521724,665737.02736,1198625.227881724,10
2025-02-10,541064.0826268933,675654.2796799999,1216718.3623068933,10
2025-02-11,541064.0826268933,673515.0683200001,1214579.1509468933,10
2025-02-12,548997.6065366816,666127.6614399999,1215125.2679766817,10
2025-02-13,545293.4247990424,669867.0,1215160.4247990423,10
2025-02-14,538404.3186302675,671528.0,1209932.3186302674,10
2025-02-17,537573.8263719674,675988.0,1213561.8263719673,10
2025-02-18,539244.9792367588,657980.0,1197224.9792367588,10
2025-02-19,540455.5007233854,667312.0,1207767.5007233853,10
2025-02-20,533935.1137038659,673397.0,1207332.113703866,10
2025-02-21,533935.1137038659,666581.0,1200516.113703866,10
2025-02-24,525216.4624062434,682323.0,1207539.4624062434,10
2025-02-25,547466.8115562726,664984.0,1212450.8115562727,10
2025-02-26,531250.3710552477,702453.0,1233703.3710552477,10
2025-02-27,550424.9491326031,678328.0,1228752.9491326031,10
2025-02-28,552087.8437729501,649207.0,1201294.8437729501,10
2025-03-03,514626.29526177276,684384.0,1199010.2952617728,10
